Year,Country,Code,CPI value,Rank
2009,New Zealand,NZL,9.4,1
2009,Denmark,DNK,9.3,2
2009,Singapore,SGP,9.2,3
2009,Sweden,SWE,9.2,3
2009,Switzerland,CHE,9,5
2009,Finland,FIN,8.9,6
2009,Netherlands,NLD,8.9,6
2009,Australia,AUS,8.7,8
2009,Canada,CAN,8.7,8
2009,Iceland,ISL,8.7,8
2009,Norway,NOR,8.6,11
2009,Hong Kong,HKG,8.2,12
2009,Luxembourg,LUX,8.2,12
2009,Germany,DEU,8,14
2009,Ireland,IRL,8,14
2009,Austria,SUT,7.9,16
2009,Japan,JPN,7.7,17
2009,United Kingdom,GBR,7.7,17
2009,United States,USA,7.5,19
2009,Barbados,BRB,7.4,20
2009,Belgium,BEL,7.1,21
2009,Qatar,QAT,7,22
2009,Saint Lucia,LCA,7,22
2009,France,FRA,6.9,24
2009,Chile,CHL,6.7,25
2009,Uruguay,URY,6.7,25
2009,Cyprus,CYP,6.6,27
2009,Estonia,EST,6.6,27
2009,Slovenia,SVN,6.6,27
2009,United Arab Emirates,ARE,6.5,30
2009,Saint Vincent and the Grenadines,VCT,6.4,31
2009,Israel,ISR,6.1,32
2009,Spain,ESP,6.1,32
2009,Dominica,DMA,5.9,34
2009,Portugal,PRY,5.8,35
2009,Puerto Rico,PRI,5.8,35
2009,Botswana,BWA,5.6,37
2009,Taiwan,TWN,5.6,37
2009,Brunei Darussalam,BRN,5.5,39
2009,Oman,OMN,5.5,39
2009,Korea (South),KOR,5.5,39
2009,Mauritius,MUS,5.4,42
2009,Costa Rica,CRI,5.3,43
2009,Macau,MAC,5.3,43
2009,Malta,MLT,5.2,45
2009,Bahrain,BHR,5.1,46
2009,Cape Verde,CPV,5.1,46
2009,Hungary,HUN,5.1,46
2009,Bhutan,BTN,5,49
2009,Jordan,JOR,5,49
2009,Poland,POL,5,49
2009,Czech Republic,CZE,4.9,52
2009,Lithuania,LTU,4.9,52
2009,Seychelles,SYC,4.8,54
2009,South Africa,ZAF,4.7,55
2009,Latvia,LVA,4.5,56
2009,Malaysia,MYS,4.5,56
2009,Namibia,NAM,4.5,56
2009,Samoa,WSM,4.5,56
2009,Slovakia,SVK,4.5,56
2009,Cuba,CUB,4.4,61
2009,Turkey,TUR,4.4,61
2009,Italy,ITA,4.3,63
2009,Saudi Arabia,SAU,4.3,63
2009,Tunisia,TUN,4.2,65
2009,Croatia,HRV,4.1,66
2009,Georgia,GEO,4.1,66
2009,Kuwait,KWT,4.1,66
2009,Ghana,GHA,3.9,69
2009,Montenegro,MNE,3.9,69
2009,Bulgaria,BGR,3.8,71
2009,FYR Macedonia,MKD,3.8,71
2009,Greece,GRC,3.8,71
2009,Romania,ROU,3.8,71
2009,Brazil,BRA,3.7,75
2009,Colombia,COL,3.7,75
2009,Peru,PER,3.7,75
2009,Suriname,SUR,3.7,75
2009,Burkina Faso,BFA,3.6,79
2009,China,CHN,3.6,79
2009,Swaziland,SWZ,3.6,79
2009,Trinidad and Tobago,TTO,3.6,79
2009,Serbia,SRB,3.5,83
2009,El Salvador,SLV,3.4,84
2009,Guatemala,GTM,3.4,84
2009,India,IND,3.4,84
2009,Panama,PAN,3.4,84
2009,Thailand,THA,3.4,84
2009,Lesotho,LSO,3.3,89
2009,Malawi,MWI,3.3,89
2009,Mexico,MEX,3.3,89
2009,Moldova,MDA,3.3,89
2009,Morocco,MAR,3.3,89
2009,Rwanda,RWA,3.3,89
2009,Albania,ALB,3.2,95
2009,Vanuatu,VUT,3.2,95
2009,Liberia,LBR,3.1,97
2009,Sri Lanka,LKA,3.1,97
2009,Bosnia and Herzegovina,BIH,3,99
